article_id,title,url,qid,topic,title_en,categories,n_sentences
8734084,Spirituality and Distortion,https://it.wikipedia.org/wiki?curid=8734084,,,,,3
8734086,Eddie Mustafa Muhammad,https://it.wikipedia.org/wiki?curid=8734086,,,,,10
8734093,Campionati europei di ciclismo su pista 2020 - 500 metri a cronometro,https://it.wikipedia.org/wiki?curid=8734093,,,,,1
8734094,Bree Runway,https://it.wikipedia.org/wiki?curid=8734094,,,,,19
8734096,Castello Türcke,https://it.wikipedia.org/wiki?curid=8734096,,,,,6
8734119,Campaniloidea,https://it.wikipedia.org/wiki?curid=8734119,,,,,6
8734121,Undiscovered Country (fumetto),https://it.wikipedia.org/wiki?curid=8734121,,,,,19
8734136,Saliha Şahin,https://it.wikipedia.org/wiki?curid=8734136,,,,,9
8734137,Derby di Bologna,https://it.wikipedia.org/wiki?curid=8734137,,,,,39
8734143,Luigi Maini,https://it.wikipedia.org/wiki?curid=8734143,,,,,16
8734144,Principato di Salm,https://it.wikipedia.org/wiki?curid=8734144,,,,,6
8734162,Campionati europei di ciclismo su pista - 500 metri a cronometro,https://it.wikipedia.org/wiki?curid=8734162,,,,,4
8734181,The Golden Child (YK Osiris),https://it.wikipedia.org/wiki?curid=8734181,,,,,4
8734184,Siobhán Haughey,https://it.wikipedia.org/wiki?curid=8734184,,,,,3
8734204,Andrija Balović,https://it.wikipedia.org/wiki?curid=8734204,,,,,7
8734227,Gaetano Mansi,https://it.wikipedia.org/wiki?curid=8734227,,,,,30
8734228,Levriero Mahratta,https://it.wikipedia.org/wiki?curid=8734228,,,,,3
8734242,Serie B 1959-1960 (pallacanestro femminile),https://it.wikipedia.org/wiki?curid=8734242,,,,,4
8734247,Chiesa di Sant'Agostino (Terre del Reno),https://it.wikipedia.org/wiki?curid=8734247,,,,,20
8734250,Stazione di Nago-Torbole,https://it.wikipedia.org/wiki?curid=8734250,,,,,5
8734276,Politiche sociali del fascismo,https://it.wikipedia.org/wiki?curid=8734276,,,,,4
8734278,Wolfsberger Athletiksport-Club 2020-2021,https://it.wikipedia.org/wiki?curid=8734278,,,,,7
8734281,In vacanza su Marte,https://it.wikipedia.org/wiki?curid=8734281,,,,,13
8734283,Mark Robinson (calciatore),https://it.wikipedia.org/wiki?curid=8734283,,,,,4
8734287,Aidan Newhouse,https://it.wikipedia.org/wiki?curid=8734287,,,,,4
8734296,Campionati europei di ciclismo su pista 2020 - Velocità femminile,https://it.wikipedia.org/wiki?curid=8734296,,,,,4
8734304,Detenzione di Patrick Zaki,https://it.wikipedia.org/wiki?curid=8734304,,,,,10
8734305,"Chiesa di San Lorenzo (Rovetta, via Risorgimento)",https://it.wikipedia.org/wiki?curid=8734305,,,,,25
8734308,George Heriot's School,https://it.wikipedia.org/wiki?curid=8734308,,,,,8
8734312,1920 - Achille Lauro &amp; The Untouchable Band,https://it.wikipedia.org/wiki?curid=8734312,,,,,3
8734320,New funk,https://it.wikipedia.org/wiki?curid=8734320,,,,,3
8734321,Rudolf alla ricerca della felicità,https://it.wikipedia.org/wiki?curid=8734321,,,,,7
8734322,Conversation Piece,https://it.wikipedia.org/wiki?curid=8734322,,,,,1
8734327,Challenger Eckental 2020 - Singolare,https://it.wikipedia.org/wiki?curid=8734327,,,,,2
8734332,Clareville Grove Demos,https://it.wikipedia.org/wiki?curid=8734332,,,,,1
8734336,Spying Through a Keyhole,https://it.wikipedia.org/wiki?curid=8734336,,,,,1
8734342,Michele Carnino,https://it.wikipedia.org/wiki?curid=8734342,,,,,12
8734344,Porta Macedonia,https://it.wikipedia.org/wiki?curid=8734344,,,,,12
8734345,George Heriot,https://it.wikipedia.org/wiki?curid=8734345,,,,,6
8734351,Monastero di Santa Clara-a-Velha,https://it.wikipedia.org/wiki?curid=8734351,,,,,7
8734355,Galleria Sant'Ugo,https://it.wikipedia.org/wiki?curid=8734355,,,,,3
8734372,Irina Antonova,https://it.wikipedia.org/wiki?curid=8734372,,,,,2
8734379,Smyrneiko,https://it.wikipedia.org/wiki?curid=8734379,,,,,1
8734384,Francesco Antonio Gallo,https://it.wikipedia.org/wiki?curid=8734384,,,,,8
8734389,Ruffneck (Full Flex),https://it.wikipedia.org/wiki?curid=8734389,,,,,3
8734393,Campionati italiani femminili assoluti di atletica leggera 1946,https://it.wikipedia.org/wiki?curid=8734393,,,,,4
8734399,Assedio di Galle (1640),https://it.wikipedia.org/wiki?curid=8734399,,,,,6
8734401,Franco Orozco,https://it.wikipedia.org/wiki?curid=8734401,,,,,2
8734403,Braian Aguirre,https://it.wikipedia.org/wiki?curid=8734403,,,,,1
8734407,Campionati europei di ciclismo su pista - Velocità femminile,https://it.wikipedia.org/wiki?curid=8734407,,,,,1
8734412,Antonello Puglisi,https://it.wikipedia.org/wiki?curid=8734412,,,,,4
8734413,2020 SO,https://it.wikipedia.org/wiki?curid=8734413,,,,,17
8734424,Architettura complementare,https://it.wikipedia.org/wiki?curid=8734424,,,,,16
8734427,Bryan García (calciatore 2001),https://it.wikipedia.org/wiki?curid=8734427,,,,,3
8734433,Fatima Rushdi,https://it.wikipedia.org/wiki?curid=8734433,,,,,7
8734451,Discografia di Fiona Apple,https://it.wikipedia.org/wiki?curid=8734451,,,,,1
8734454,Kim Min-jae (sollevatore),https://it.wikipedia.org/wiki?curid=8734454,,,,,7
8734455,Crassula alba,https://it.wikipedia.org/wiki?curid=8734455,,,,,6
8734464,Monastero di Santa Clara-a-Nova,https://it.wikipedia.org/wiki?curid=8734464,,,,,6
8734481,Roger Cruickshank,https://it.wikipedia.org/wiki?curid=8734481,,,,,2
